"area_name","area_code","date","new_cases","total_cases"
"Richmond upon Thames","E09000027",2020-11-19,24,2694
"Southwark","E09000028",2020-11-19,47,4462
"Sutton","E09000029",2020-11-19,38,2951
"Tower Hamlets","E09000030",2020-11-19,97,5889
"Waltham Forest","E09000031",2020-11-19,66,4581
"Wandsworth","E09000032",2020-11-19,41,4929
"Westminster","E09000033",2020-11-19,44,3733
"Barking and Dagenham","E09000002",2020-11-20,70,3951
"Barnet","E09000003",2020-11-20,83,6382
"Bexley","E09000004",2020-11-20,80,4275
"Brent","E09000005",2020-11-20,87,5892
"Bromley","E09000006",2020-11-20,51,4571
"Camden","E09000007",2020-11-20,28,3284
"Croydon","E09000008",2020-11-20,92,5563
"Ealing","E09000009",2020-11-20,103,7248
"Enfield","E09000010",2020-11-20,89,5564
"Greenwich","E09000011",2020-11-20,61,3893
"Hackney and City of London","E09000012",2020-11-20,50,4872
"Hammersmith and Fulham","E09000013",2020-11-20,42,3518
"Haringey","E09000014",2020-11-20,54,3926
"Harrow","E09000015",2020-11-20,63,4487
"Havering","E09000016",2020-11-20,98,5704
"Hillingdon","E09000017",2020-11-20,80,5630
"Hounslow","E09000018",2020-11-20,64,4999
"Islington","E09000019",2020-11-20,43,3289
"Kensington and Chelsea","E09000020",2020-11-20,34,2404
"Kingston upon Thames","E09000021",2020-11-20,22,2907
"Lambeth","E09000022",2020-11-20,65,5154
"Lewisham","E09000023",2020-11-20,42,3896
"Merton","E09000024",2020-11-20,33,3043
"Newham","E09000025",2020-11-20,103,6339
"Redbridge","E09000026",2020-11-20,136,6535
"Richmond upon Thames","E09000027",2020-11-20,32,2726
"Southwark","E09000028",2020-11-20,56,4518
"Sutton","E09000029",2020-11-20,37,2988
"Tower Hamlets","E09000030",2020-11-20,108,5997
"Waltham Forest","E09000031",2020-11-20,107,4688
"Wandsworth","E09000032",2020-11-20,54,4983
"Westminster","E09000033",2020-11-20,39,3772
"Barking and Dagenham","E09000002",2020-11-21,70,4021
"Barnet","E09000003",2020-11-21,48,6430
"Bexley","E09000004",2020-11-21,44,4319
"Brent","E09000005",2020-11-21,66,5958
"Bromley","E09000006",2020-11-21,39,4610
"Camden","E09000007",2020-11-21,15,3299
"Croydon","E09000008",2020-11-21,59,5622
"Ealing","E09000009",2020-11-21,67,7315
"Enfield","E09000010",2020-11-21,89,5653
"Greenwich","E09000011",2020-11-21,37,3930
"Hackney and City of London","E09000012",2020-11-21,26,4898
"Hammersmith and Fulham","E09000013",2020-11-21,24,3542
"Haringey","E09000014",2020-11-21,35,3961
"Harrow","E09000015",2020-11-21,37,4524
"Havering","E09000016",2020-11-21,75,5779
"Hillingdon","E09000017",2020-11-21,51,5681
"Hounslow","E09000018",2020-11-21,47,5046
"Islington","E09000019",2020-11-21,28,3317
"Kensington and Chelsea","E09000020",2020-11-21,15,2419
"Kingston upon Thames","E09000021",2020-11-21,30,2937
"Lambeth","E09000022",2020-11-21,50,5204
"Lewisham","E09000023",2020-11-21,26,3922
"Merton","E09000024",2020-11-21,42,3085
"Newham","E09000025",2020-11-21,69,6408
"Redbridge","E09000026",2020-11-21,95,6630
"Richmond upon Thames","E09000027",2020-11-21,12,2738
"Southwark","E09000028",2020-11-21,32,4550
"Sutton","E09000029",2020-11-21,38,3026
"Tower Hamlets","E09000030",2020-11-21,74,6071
"Waltham Forest","E09000031",2020-11-21,78,4766
"Wandsworth","E09000032",2020-11-21,28,5011
"Westminster","E09000033",2020-11-21,27,3799
"Barking and Dagenham","E09000002",2020-11-22,54,4075
"Barnet","E09000003",2020-11-22,59,6489
"Bexley","E09000004",2020-11-22,45,4364
"Brent","E09000005",2020-11-22,63,6021
"Bromley","E09000006",2020-11-22,34,4644
"Camden","E09000007",2020-11-22,30,3329
"Croydon","E09000008",2020-11-22,51,5673
"Ealing","E09000009",2020-11-22,67,7382
"Enfield","E09000010",2020-11-22,63,5716
"Greenwich","E09000011",2020-11-22,41,3971
"Hackney and City of London","E09000012",2020-11-22,59,4957
"Hammersmith and Fulham","E09000013",2020-11-22,22,3564
"Haringey","E09000014",2020-11-22,34,3995
"Harrow","E09000015",2020-11-22,38,4562
"Havering","E09000016",2020-11-22,91,5870
"Hillingdon","E09000017",2020-11-22,63,5744
"Hounslow","E09000018",2020-11-22,48,5094
"Islington","E09000019",2020-11-22,30,3347
"Kensington and Chelsea","E09000020",2020-11-22,22,2441
"Kingston upon Thames","E09000021",2020-11-22,41,2978
"Lambeth","E09000022",2020-11-22,34,5238
"Lewisham","E09000023",2020-11-22,21,3943
"Merton","E09000024",2020-11-22,20,3105
"Newham","E09000025",2020-11-22,94,6502
"Redbridge","E09000026",2020-11-22,108,6738
"Richmond upon Thames","E09000027",2020-11-22,15,2753
"Southwark","E09000028",2020-11-22,24,4574
"Sutton","E09000029",2020-11-22,23,3049
"Tower Hamlets","E09000030",2020-11-22,54,6125
"Waltham Forest","E09000031",2020-11-22,65,4831
"Wandsworth","E09000032",2020-11-22,33,5044
"Westminster","E09000033",2020-11-22,34,3833
"Barking and Dagenham","E09000002",2020-11-23,89,4164
"Barnet","E09000003",2020-11-23,87,6576
"Bexley","E09000004",2020-11-23,102,4466
"Brent","E09000005",2020-11-23,70,6091
"Bromley","E09000006",2020-11-23,81,4725
"Camden","E09000007",2020-11-23,49,3378
"Croydon","E09000008",2020-11-23,85,5758
"Ealing","E09000009",2020-11-23,120,7502
"Enfield","E09000010",2020-11-23,98,5814
"Greenwich","E09000011",2020-11-23,95,4066
"Hackney and City of London","E09000012",2020-11-23,57,5014
"Hammersmith and Fulham","E09000013",2020-11-23,31,3595
"Haringey","E09000014",2020-11-23,55,4050
"Harrow","E09000015",2020-11-23,70,4632
"Havering","E09000016",2020-11-23,113,5983
"Hillingdon","E09000017",2020-11-23,87,5831
"Hounslow","E09000018",2020-11-23,77,5171
"Islington","E09000019",2020-11-23,49,3396
"Kensington and Chelsea","E09000020",2020-11-23,27,2468
"Kingston upon Thames","E09000021",2020-11-23,44,3022
"Lambeth","E09000022",2020-11-23,59,5297
"Lewisham","E09000023",2020-11-23,60,4003
"Merton","E09000024",2020-11-23,47,3152
"Newham","E09000025",2020-11-23,118,6620
"Redbridge","E09000026",2020-11-23,150,6888
"Richmond upon Thames","E09000027",2020-11-23,30,2783
"Southwark","E09000028",2020-11-23,59,4633
"Sutton","E09000029",2020-11-23,32,3081
"Tower Hamlets","E09000030",2020-11-23,132,6257
"Waltham Forest","E09000031",2020-11-23,98,4929
"Wandsworth","E09000032",2020-11-23,71,5115
"Westminster","E09000033",2020-11-23,46,3879
"Barking and Dagenham","E09000002",2020-11-24,78,4242
"Barnet","E09000003",2020-11-24,103,6679
"Bexley","E09000004",2020-11-24,76,4542
"Brent","E09000005",2020-11-24,97,6188
"Bromley","E09000006",2020-11-24,82,4807
"Camden","E09000007",2020-11-24,39,3417
"Croydon","E09000008",2020-11-24,80,5838
"Ealing","E09000009",2020-11-24,95,7597
"Enfield","E09000010",2020-11-24,84,5898
"Greenwich","E09000011",2020-11-24,64,4130
"Hackney and City of London","E09000012",2020-11-24,53,5067
"Hammersmith and Fulham","E09000013",2020-11-24,32,3627
"Haringey","E09000014",2020-11-24,42,4092
"Harrow","E09000015",2020-11-24,46,4678
"Havering","E09000016",2020-11-24,92,6075
"Hillingdon","E09000017",2020-11-24,84,5915
"Hounslow","E09000018",2020-11-24,82,5253
"Islington","E09000019",2020-11-24,37,3433
"Kensington and Chelsea","E09000020",2020-11-24,31,2499
"Kingston upon Thames","E09000021",2020-11-24,42,3064
"Lambeth","E09000022",2020-11-24,59,5356
"Lewisham","E09000023",2020-11-24,43,4046
"Merton","E09000024",2020-11-24,49,3201
"Newham","E09000025",2020-11-24,143,6763
"Redbridge","E09000026",2020-11-24,128,7016
"Richmond upon Thames","E09000027",2020-11-24,34,2817
"Southwark","E09000028",2020-11-24,65,4698
"Sutton","E09000029",2020-11-24,41,3122
"Tower Hamlets","E09000030",2020-11-24,89,6346
"Waltham Forest","E09000031",2020-11-24,87,5016
"Wandsworth","E09000032",2020-11-24,41,5156
"Westminster","E09000033",2020-11-24,29,3908
"Barking and Dagenham","E09000002",2020-11-25,91,4333
"Barnet","E09000003",2020-11-25,109,6788
"Bexley","E09000004",2020-11-25,68,4610
"Brent","E09000005",2020-11-25,96,6284
"Bromley","E09000006",2020-11-25,74,4881
"Camden","E09000007",2020-11-25,52,3469
"Croydon","E09000008",2020-11-25,80,5918
"Ealing","E09000009",2020-11-25,108,7705
"Enfield","E09000010",2020-11-25,63,5961
"Greenwich","E09000011",2020-11-25,69,4199
"Hackney and City of London","E09000012",2020-11-25,56,5123
"Hammersmith and Fulham","E09000013",2020-11-25,28,3655
"Haringey","E09000014",2020-11-25,53,4145
"Harrow","E09000015",2020-11-25,38,4716
"Havering","E09000016",2020-11-25,126,6201
"Hillingdon","E09000017",2020-11-25,70,5985
"Hounslow","E09000018",2020-11-25,73,5326
"Islington","E09000019",2020-11-25,29,3462
"Kensington and Chelsea","E09000020",2020-11-25,25,2524
"Kingston upon Thames","E09000021",2020-11-25,61,3125
"Lambeth","E09000022",2020-11-25,43,5399
"Lewisham","E09000023",2020-11-25,61,4107
"Merton","E09000024",2020-11-25,49,3250
"Newham","E09000025",2020-11-25,138,6901
"Redbridge","E09000026",2020-11-25,154,7170
"Richmond upon Thames","E09000027",2020-11-25,27,2844
"Southwark","E09000028",2020-11-25,53,4751
"Sutton","E09000029",2020-11-25,52,3174
"Tower Hamlets","E09000030",2020-11-25,117,6463
"Waltham Forest","E09000031",2020-11-25,90,5106
"Wandsworth","E09000032",2020-11-25,49,5205
"Westminster","E09000033",2020-11-25,36,3944
"Barking and Dagenham","E09000002",2020-11-26,75,4408
"Barnet","E09000003",2020-11-26,82,6870
"Bexley","E09000004",2020-11-26,100,4710
"Brent","E09000005",2020-11-26,75,6359
"Bromley","E09000006",2020-11-26,71,4952
"Camden","E09000007",2020-11-26,42,3511
"Croydon","E09000008",2020-11-26,68,5986
"Ealing","E09000009",2020-11-26,69,7774
"Enfield","E09000010",2020-11-26,78,6039
"Greenwich","E09000011",2020-11-26,57,4256
"Hackney and City of London","E09000012",2020-11-26,84,5207
"Hammersmith and Fulham","E09000013",2020-11-26,32,3687
"Haringey","E09000014",2020-11-26,52,4197
"Harrow","E09000015",2020-11-26,50,4766
"Havering","E09000016",2020-11-26,103,6304
"Hillingdon","E09000017",2020-11-26,64,6049
"Hounslow","E09000018",2020-11-26,73,5399
"Islington","E09000019",2020-11-26,37,3499
"Kensington and Chelsea","E09000020",2020-11-26,26,2550
"Kingston upon Thames","E09000021",2020-11-26,53,3178
"Lambeth","E09000022",2020-11-26,42,5441
"Lewisham","E09000023",2020-11-26,46,4153
"Merton","E09000024",2020-11-26,54,3304
"Newham","E09000025",2020-11-26,124,7025
"Redbridge","E09000026",2020-11-26,135,7305
"Richmond upon Thames","E09000027",2020-11-26,23,2867
"Southwark","E09000028",2020-11-26,35,4786
"Sutton","E09000029",2020-11-26,47,3221
"Tower Hamlets","E09000030",2020-11-26,97,6560
"Waltham Forest","E09000031",2020-11-26,68,5174
"Wandsworth","E09000032",2020-11-26,58,5263
"Westminster","E09000033",2020-11-26,46,3990
"Barking and Dagenham","E09000002",2020-11-27,96,4504
"Barnet","E09000003",2020-11-27,84,6954
"Bexley","E09000004",2020-11-27,85,4795
"Brent","E09000005",2020-11-27,74,6433
"Bromley","E09000006",2020-11-27,92,5044
"Camden","E09000007",2020-11-27,27,3538
"Croydon","E09000008",2020-11-27,103,6089
"Ealing","E09000009",2020-11-27,79,7853
"Enfield","E09000010",2020-11-27,70,6109
"Greenwich","E09000011",2020-11-27,57,4313
"Hackney and City of London","E09000012",2020-11-27,67,5274
"Hammersmith and Fulham","E09000013",2020-11-27,23,3710
"Haringey","E09000014",2020-11-27,74,4271
"Harrow","E09000015",2020-11-27,54,4820
"Havering","E09000016",2020-11-27,118,6422
"Hillingdon","E09000017",2020-11-27,67,6116
"Hounslow","E09000018",2020-11-27,53,5452
"Islington","E09000019",2020-11-27,40,3539
"Kensington and Chelsea","E09000020",2020-11-27,17,2567
"Kingston upon Thames","E09000021",2020-11-27,33,3211
"Lambeth","E09000022",2020-11-27,56,5497
"Lewisham","E09000023",2020-11-27,53,4206
"Merton","E09000024",2020-11-27,78,3382
"Newham","E09000025",2020-11-27,131,7156
"Redbridge","E09000026",2020-11-27,157,7462
"Richmond upon Thames","E09000027",2020-11-27,32,2899
"Southwark","E09000028",2020-11-27,51,4837
"Sutton","E09000029",2020-11-27,35,3256
"Tower Hamlets","E09000030",2020-11-27,108,6668
"Waltham Forest","E09000031",2020-11-27,99,5273
"Wandsworth","E09000032",2020-11-27,53,5316
"Westminster","E09000033",2020-11-27,29,4019
"Barking and Dagenham","E09000002",2020-11-28,64,4568
"Barnet","E09000003",2020-11-28,67,7021
"Bexley","E09000004",2020-11-28,64,4859
"Brent","E09000005",2020-11-28,58,6491
"Bromley","E09000006",2020-11-28,58,5102
"Camden","E09000007",2020-11-28,29,3567
"Croydon","E09000008",2020-11-28,50,6139
"Ealing","E09000009",2020-11-28,70,7923
"Enfield","E09000010",2020-11-28,61,6170
"Greenwich","E09000011",2020-11-28,43,4356
"Hackney and City of London","E09000012",2020-11-28,39,5313
"Hammersmith and Fulham","E09000013",2020-11-28,22,3732
"Haringey","E09000014",2020-11-28,52,4323
"Harrow","E09000015",2020-11-28,48,4868
"Havering","E09000016",2020-11-28,109,6531
"Hillingdon","E09000017",2020-11-28,50,6166
"Hounslow","E09000018",2020-11-28,52,5504
"Islington","E09000019",2020-11-28,28,3567
"Kensington and Chelsea","E09000020",2020-11-28,19,2586
"Kingston upon Thames","E09000021",2020-11-28,50,3261
"Lambeth","E09000022",2020-11-28,48,5545
"Lewisham","E09000023",2020-11-28,44,4250
"Merton","E09000024",2020-11-28,50,3432
"Newham","E09000025",2020-11-28,91,7247
"Redbridge","E09000026",2020-11-28,106,7568
"Richmond upon Thames","E09000027",2020-11-28,17,2916
"Southwark","E09000028",2020-11-28,30,4867
"Sutton","E09000029",2020-11-28,32,3288
"Tower Hamlets","E09000030",2020-11-28,57,6725
"Waltham Forest","E09000031",2020-11-28,68,5341
"Wandsworth","E09000032",2020-11-28,32,5348
"Westminster","E09000033",2020-11-28,28,4047
"Barking and Dagenham","E09000002",2020-11-29,80,4648
"Barnet","E09000003",2020-11-29,87,7108
"Bexley","E09000004",2020-11-29,46,4905
"Brent","E09000005",2020-11-29,63,6554
"Bromley","E09000006",2020-11-29,52,5154
"Camden","E09000007",2020-11-29,24,3591
"Croydon","E09000008",2020-11-29,56,6195
"Ealing","E09000009",2020-11-29,52,7975
"Enfield","E09000010",2020-11-29,96,6266
"Greenwich","E09000011",2020-11-29,48,4404
"Hackney and City of London","E09000012",2020-11-29,30,5343
"Hammersmith and Fulham","E09000013",2020-11-29,16,3748
"Haringey","E09000014",2020-11-29,57,4380
"Harrow","E09000015",2020-11-29,63,4931
"Havering","E09000016",2020-11-29,94,6625
"Hillingdon","E09000017",2020-11-29,66,6232
"Hounslow","E09000018",2020-11-29,36,5540
"Islington","E09000019",2020-11-29,38,3605
"Kensington and Chelsea","E09000020",2020-11-29,17,2603
"Kingston upon Thames","E09000021",2020-11-29,27,3288
"Lambeth","E09000022",2020-11-29,35,5580
"Lewisham","E09000023",2020-11-29,30,4280
"Merton","E09000024",2020-11-29,39,3471
"Newham","E09000025",2020-11-29,79,7326
"Redbridge","E09000026",2020-11-29,113,7681
"Richmond upon Thames","E09000027",2020-11-29,12,2928
"Southwark","E09000028",2020-11-29,35,4902
"Sutton","E09000029",2020-11-29,42,3330
"Tower Hamlets","E09000030",2020-11-29,68,6793
"Waltham Forest","E09000031",2020-11-29,84,5425
"Wandsworth","E09000032",2020-11-29,43,5391
"Westminster","E09000033",2020-11-29,22,4069
"Barking and Dagenham","E09000002",2020-11-30,110,4758
"Barnet","E09000003",2020-11-30,105,7213
"Bexley","E09000004",2020-11-30,104,5009
"Brent","E09000005",2020-11-30,68,6622
"Bromley","E09000006",2020-11-30,125,5279
"Camden","E09000007",2020-11-30,37,3628
"Croydon","E09000008",2020-11-30,108,6303
"Ealing","E09000009",2020-11-30,97,8072
"Enfield","E09000010",2020-11-30,123,6389
"Greenwich","E09000011",2020-11-30,67,4471
"Hackney and City of London","E09000012",2020-11-30,91,5434
"Hammersmith and Fulham","E09000013",2020-11-30,34,3782
"Haringey","E09000014",2020-11-30,81,4461
"Harrow","E09000015",2020-11-30,76,5007
"Havering","E09000016",2020-11-30,144,6769
"Hillingdon","E09000017",2020-11-30,76,6308
"Hounslow","E09000018",2020-11-30,65,5605
"Islington","E09000019",2020-11-30,59,3664
"Kensington and Chelsea","E09000020",2020-11-30,43,2646
"Kingston upon Thames","E09000021",2020-11-30,70,3358
"Lambeth","E09000022",2020-11-30,82,5662
"Lewisham","E09000023",2020-11-30,56,4336
"Merton","E09000024",2020-11-30,50,3521
"Newham","E09000025",2020-11-30,161,7487
"Redbridge","E09000026",2020-11-30,146,7827
"Richmond upon Thames","E09000027",2020-11-30,21,2949
"Southwark","E09000028",2020-11-30,78,4980
"Sutton","E09000029",2020-11-30,54,3384
"Tower Hamlets","E09000030",2020-11-30,121,6914
"Waltham Forest","E09000031",2020-11-30,124,5549
"Wandsworth","E09000032",2020-11-30,69,5460
"Westminster","E09000033",2020-11-30,43,4112
"Barking and Dagenham","E09000002",2020-12-01,90,4848
"Barnet","E09000003",2020-12-01,82,7295
"Bexley","E09000004",2020-12-01,106,5115
"Brent","E09000005",2020-12-01,74,6696
"Bromley","E09000006",2020-12-01,87,5366
"Camden","E09000007",2020-12-01,40,3668
"Croydon","E09000008",2020-12-01,97,6400
"Ealing","E09000009",2020-12-01,89,8161
"Enfield","E09000010",2020-12-01,93,6482
"Greenwich","E09000011",2020-12-01,99,4570
"Hackney and City of London","E09000012",2020-12-01,81,5515
"Hammersmith and Fulham","E09000013",2020-12-01,26,3808
"Haringey","E09000014",2020-12-01,74,4535
"Harrow","E09000015",2020-12-01,74,5081
"Havering","E09000016",2020-12-01,130,6899
"Hillingdon","E09000017",2020-12-01,100,6408
"Hounslow","E09000018",2020-12-01,52,5657
"Islington","E09000019",2020-12-01,51,3715
"Kensington and Chelsea","E09000020",2020-12-01,16,2662
"Kingston upon Thames","E09000021",2020-12-01,64,3422
"Lambeth","E09000022",2020-12-01,70,5732
"Lewisham","E09000023",2020-12-01,56,4392
"Merton","E09000024",2020-12-01,57,3578
"Newham","E09000025",2020-12-01,128,7615
"Redbridge","E09000026",2020-12-01,113,7940
"Richmond upon Thames","E09000027",2020-12-01,28,2977
"Southwark","E09000028",2020-12-01,65,5045
"Sutton","E09000029",2020-12-01,37,3421
"Tower Hamlets","E09000030",2020-12-01,119,7033
"Waltham Forest","E09000031",2020-12-01,138,5687
"Wandsworth","E09000032",2020-12-01,73,5533
"Westminster","E09000033",2020-12-01,43,4155
"Barking and Dagenham","E09000002",2020-12-02,125,4973
"Barnet","E09000003",2020-12-02,150,7445
"Bexley","E09000004",2020-12-02,122,5237
"Brent","E09000005",2020-12-02,74,6770
"Bromley","E09000006",2020-12-02,93,5459
"Camden","E09000007",2020-12-02,40,3708
"Croydon","E09000008",2020-12-02,104,6504
"Ealing","E09000009",2020-12-02,100,8261
"Enfield","E09000010",2020-12-02,144,6626
"Greenwich","E09000011",2020-12-02,89,4659
"Hackney and City of London","E09000012",2020-12-02,104,5619
"Hammersmith and Fulham","E09000013",2020-12-02,31,3839
"Haringey","E09000014",2020-12-02,80,4615
"Harrow","E09000015",2020-12-02,85,5166
"Havering","E09000016",2020-12-02,136,7035
"Hillingdon","E09000017",2020-12-02,94,6502
"Hounslow","E09000018",2020-12-02,91,5748
"Islington","E09000019",2020-12-02,37,3752
"Kensington and Chelsea","E09000020",2020-12-02,26,2688
"Kingston upon Thames","E09000021",2020-12-02,80,3502
"Lambeth","E09000022",2020-12-02,56,5788
"Lewisham","E09000023",2020-12-02,65,4457
"Merton","E09000024",2020-12-02,63,3641
"Newham","E09000025",2020-12-02,149,7764
"Redbridge","E09000026",2020-12-02,137,8077
"Richmond upon Thames","E09000027",2020-12-02,32,3009
"Southwark","E09000028",2020-12-02,54,5099
"Sutton","E09000029",2020-12-02,77,3498
"Tower Hamlets","E09000030",2020-12-02,108,7141
"Waltham Forest","E09000031",2020-12-02,137,5824
"Wandsworth","E09000032",2020-12-02,69,5602
"Westminster","E09000033",2020-12-02,30,4185
"Barking and Dagenham","E09000002",2020-12-03,90,5063
"Barnet","E09000003",2020-12-03,87,7532
"Bexley","E09000004",2020-12-03,90,5327
"Brent","E09000005",2020-12-03,83,6853
"Bromley","E09000006",2020-12-03,86,5545
"Camden","E09000007",2020-12-03,46,3754
"Croydon","E09000008",2020-12-03,91,6595
"Ealing","E09000009",2020-12-03,82,8343
"Enfield","E09000010",2020-12-03,94,6720
"Greenwich","E09000011",2020-12-03,107,4766
"Hackney and City of London","E09000012",2020-12-03,79,5698
"Hammersmith and Fulham","E09000013",2020-12-03,22,3861
"Haringey","E09000014",2020-12-03,72,4687
"Harrow","E09000015",2020-12-03,94,5260
"Havering","E09000016",2020-12-03,170,7205
"Hillingdon","E09000017",2020-12-03,76,6578
"Hounslow","E09000018",2020-12-03,54,5802
"Islington","E09000019",2020-12-03,32,3784
"Kensington and Chelsea","E09000020",2020-12-03,25,2713
"Kingston upon Thames","E09000021",2020-12-03,48,3550
"Lambeth","E09000022",2020-12-03,60,5848
"Lewisham","E09000023",2020-12-03,57,4514
"Merton","E09000024",2020-12-03,65,3706
"Newham","E09000025",2020-12-03,130,7894
"Redbridge","E09000026",2020-12-03,129,8206
"Richmond upon Thames","E09000027",2020-12-03,25,3034
"Southwark","E09000028",2020-12-03,68,5167
"Sutton","E09000029",2020-12-03,46,3544
"Tower Hamlets","E09000030",2020-12-03,118,7259
"Waltham Forest","E09000031",2020-12-03,115,5939
"Wandsworth","E09000032",2020-12-03,54,5656
"Westminster","E09000033",2020-12-03,42,4227
"Barking and Dagenham","E09000002",2020-12-04,85,5148
"Barnet","E09000003",2020-12-04,109,7641
"Bexley","E09000004",2020-12-04,119,5446
"Brent","E09000005",2020-12-04,75,6928
"Bromley","E09000006",2020-12-04,110,5655
"Camden","E09000007",2020-12-04,41,3795
"Croydon","E09000008",2020-12-04,109,6704
"Ealing","E09000009",2020-12-04,90,8433
"Enfield","E09000010",2020-12-04,139,6859
"Greenwich","E09000011",2020-12-04,107,4873
"Hackney and City of London","E09000012",2020-12-04,105,5803
"Hammersmith and Fulham","E09000013",2020-12-04,35,3896
"Haringey","E09000014",2020-12-04,110,4797
"Harrow","E09000015",2020-12-04,98,5358
"Havering","E09000016",2020-12-04,159,7364
"Hillingdon","E09000017",2020-12-04,90,6668
"Hounslow","E09000018",2020-12-04,70,5872
"Islington","E09000019",2020-12-04,52,3836
"Kensington and Chelsea","E09000020",2020-12-04,31,2744
"Kingston upon Thames","E09000021",2020-12-04,52,3602
"Lambeth","E09000022",2020-12-04,75,5923
"Lewisham","E09000023",2020-12-04,76,4590
"Merton","E09000024",2020-12-04,60,3766
"Newham","E09000025",2020-12-04,171,8065
"Redbridge","E09000026",2020-12-04,155,8361
"Richmond upon Thames","E09000027",2020-12-04,37,3071
"Southwark","E09000028",2020-12-04,66,5233
"Sutton","E09000029",2020-12-04,72,3616
"Tower Hamlets","E09000030",2020-12-04,144,7403
"Waltham Forest","E09000031",2020-12-04,163,6102
"Wandsworth","E09000032",2020-12-04,76,5732
"Westminster","E09000033",2020-12-04,31,4258
"Barking and Dagenham","E09000002",2020-12-05,97,5245
"Barnet","E09000003",2020-12-05,79,7720
"Bexley","E09000004",2020-12-05,61,5507
"Brent","E09000005",2020-12-05,69,6997
"Bromley","E09000006",2020-12-05,89,5744
"Camden","E09000007",2020-12-05,39,3834
"Croydon","E09000008",2020-12-05,104,6808
"Ealing","E09000009",2020-12-05,68,8501
"Enfield","E09000010",2020-12-05,109,6968
"Greenwich","E09000011",2020-12-05,66,4939
"Hackney and City of London","E09000012",2020-12-05,57,5860
"Hammersmith and Fulham","E09000013",2020-12-05,28,3924
"Haringey","E09000014",2020-12-05,80,4877
"Harrow","E09000015",2020-12-05,60,5418
"Havering","E09000016",2020-12-05,151,7515
"Hillingdon","E09000017",2020-12-05,78,6746
"Hounslow","E09000018",2020-12-05,49,5921
"Islington","E09000019",2020-12-05,54,3890
"Kensington and Chelsea","E09000020",2020-12-05,24,2768
"Kingston upon Thames","E09000021",2020-12-05,55,3657
"Lambeth","E09000022",2020-12-05,55,5978
"Lewisham","E09000023",2020-12-05,51,4641
"Merton","E09000024",2020-12-05,51,3817
"Newham","E09000025",2020-12-05,124,8189
"Redbridge","E09000026",2020-12-05,130,8491
"Richmond upon Thames","E09000027",2020-12-05,22,3093
"Southwark","E09000028",2020-12-05,64,5297
"Sutton","E09000029",2020-12-05,50,3666
"Tower Hamlets","E09000030",2020-12-05,110,7513
"Waltham Forest","E09000031",2020-12-05,131,6233
"Wandsworth","E09000032",2020-12-05,44,5776
"Westminster","E09000033",2020-12-05,23,4281
"Barking and Dagenham","E09000002",2020-12-06,123,5368
"Barnet","E09000003",2020-12-06,84,7804
"Bexley","E09000004",2020-12-06,84,5591
"Brent","E09000005",2020-12-06,78,7075
"Bromley","E09000006",2020-12-06,112,5856
"Camden","E09000007",2020-12-06,33,3867
"Croydon","E09000008",2020-12-06,90,6898
"Ealing","E09000009",2020-12-06,78,8579
"Enfield","E09000010",2020-12-06,143,7111
"Greenwich","E09000011",2020-12-06,66,5005
"Hackney and City of London","E09000012",2020-12-06,72,5932
"Hammersmith and Fulham","E09000013",2020-12-06,28,3952
"Haringey","E09000014",2020-12-06,69,4946
"Harrow","E09000015",2020-12-06,70,5488
"Havering","E09000016",2020-12-06,148,7663
"Hillingdon","E09000017",2020-12-06,70,6816
"Hounslow","E09000018",2020-12-06,68,5989
"Islington","E09000019",2020-12-06,41,3931
"Kensington and Chelsea","E09000020",2020-12-06,28,2796
"Kingston upon Thames","E09000021",2020-12-06,63,3720
"Lambeth","E09000022",2020-12-06,36,6014
"Lewisham","E09000023",2020-12-06,52,4693
"Merton","E09000024",2020-12-06,72,3889
"Newham","E09000025",2020-12-06,135,8324
"Redbridge","E09000026",2020-12-06,150,8641
"Richmond upon Thames","E09000027",2020-12-06,30,3123
"Southwark","E09000028",2020-12-06,46,5343
"Sutton","E09000029",2020-12-06,51,3717
"Tower Hamlets","E09000030",2020-12-06,116,7629
"Waltham Forest","E09000031",2020-12-06,106,6339
"Wandsworth","E09000032",2020-12-06,46,5822
"Westminster","E09000033",2020-12-06,31,4312
"Barking and Dagenham","E09000002",2020-12-07,124,5492
"Barnet","E09000003",2020-12-07,133,7937
"Bexley","E09000004",2020-12-07,124,5715
"Brent","E09000005",2020-12-07,132,7207
"Bromley","E09000006",2020-12-07,117,5973
"Camden","E09000007",2020-12-07,69,3936
"Croydon","E09000008",2020-12-07,132,7030
"Ealing","E09000009",2020-12-07,105,8684
"Enfield","E09000010",2020-12-07,195,7306
"Greenwich","E09000011",2020-12-07,129,5134
"Hackney and City of London","E09000012",2020-12-07,126,6058
"Hammersmith and Fulham","E09000013",2020-12-07,53,4005
"Haringey","E09000014",2020-12-07,102,5048
"Harrow","E09000015",2020-12-07,100,5588
"Havering","E09000016",2020-12-07,229,7892
"Hillingdon","E09000017",2020-12-07,115,6931
"Hounslow","E09000018",2020-12-07,86,6075
"Islington","E09000019",2020-12-07,61,3992
"Kensington and Chelsea","E09000020",2020-12-07,34,2830
"Kingston upon Thames","E09000021",2020-12-07,77,3797
"Lambeth","E09000022",2020-12-07,98,6112
"Lewisham","E09000023",2020-12-07,101,4794
"Merton","E09000024",2020-12-07,91,3980
